3.4	Многие казненные в Иране вешаются на публике.	Многие из казнённых повешены на публике.
3.8	Соединенные Штаты и их союзники считают, что Иран стремится к созданию ядерного оружия.	Соединенные Штаты и некоторые европейские страны считают, что ядерные проекты Ирана предназначены для создания ядерного оружия.
5	CFE очень важен для европейской безопасности.	КФЕ является краеугольным камнем европейской безопасности.
5	Индийские войска, уже сражающиеся с повстанцами в Кашмире, сейчас ведут масштабную кампанию по уничтожению посевов мака в регионе.	Индийские войска, уже сражающиеся с повстанцами, теперь также участвуют в масштабной операции по уничтожению посевов мака в Кашмире.
0	Дело деликатное.	Доклад МАГАТЭ ограничен.
2.4	На прошлой неделе Россия объявила, что приостанавливает участие в КФЕ.	НАТО сожалеет о решении России приостановить участие в КФЕ.
3.6	США, другие западные страны и НАТО осудили насилие.	США, другие западные страны и НАТО потребовали прекращения огня.
2	Индийские граждане составляют наибольшее количество иностранных заключенных в тюрьмах Непала.	наркоторговцы из других стран составляют наибольший процент иностранных заключенных в Непале.
4.2	Суд обвинил Рагада в финансировании терроризма.	Суд обвинил Рагада Саддама Хусейна в финансировании терроризма.
3.75	Военные правители Мьянмы сожгли незаконные наркотики на сумму около 250 миллионов долларов в Международный день борьбы с наркоманией и незаконным оборотом.	Военные правители Мьянмы сожгли наркотики в Международный день борьбы с наркоманией и незаконным оборотом.
4	иранские официальные лица увеличили количество казней в 2007 году, поскольку официальные лица осуществляют кампанию, якобы направленную на поощрение добродетели и повышение безопасности в обществе.	число казней в Иране увеличилось в прошлом году на фоне кампании, направленной на улучшение безопасности в обществе.
3	Индия обвиняет Исламабад в финансировании и обучении партизан.	Индия обвиняет Пакистан в финансировании и обучении трансграничных партизан.
3.6	В результате сражения и авиаударов погибли по меньшей мере 10 боевиков.	В последующем сражении погибли по меньшей мере 10 боевиков.
1.8	В коммюнике Министерства иностранных дел Панамы говорится, что целевая группа будет содействовать передаче технологий и продвижению производства и потребления биотоплива.	В коммюнике министерства иностранных дел Панамы говорится, что Панама и Бразилия подписали 3 юридических договора, которые включают в себя экстрадицию
4.8	Вьетнам имеет одни из самых жестких в мире законов о наркотиках.	Вьетнамские законы о наркотиках - одни из самых строгих в мире.
3.2	Правительство Индии запретило прямой или косвенный экспорт и импорт всех предметов, материалов, товаров и технологий, которые могли бы способствовать деятельности Ирана, связанной с обогащением, переработкой или тяжелой водой.	Индия запретила прямой или косвенный экспорт и импорт всех предметов, материалов, товаров и технологий, которые могут способствовать системам доставки ядерного оружия Ирана.
3.8	Вьетнамское агентство новостей сообщило, что министерство общественной безопасности заявило, что иностранцы, вовлеченные в торговлю наркотиками во Вьетнаме, в основном из Лаоса, Камбоджи, Австралии, Китая, США и Тайваня.	Вьетнамское информационное агентство сообщило, что Министерство общественной безопасности заявило, что полиция признала, что торговля наркотиками во Вьетнам увеличивается, но действия по предотвращению и пресечению торговли наркотиками вдоль границы остаются ограниченными.
5	Руководитель команды SaferWorld по контролю за перевозками и стрелковым оружием Рой Исбистер заявил, что эмбарго ЕС запрещает прямую или косвенную поставку военной техники для использования в Мьянме.	Руководитель команды SaferWorld по контролю за перевозками и стрелковым оружием Рой Исбистер заявил, что эмбарго ЕС прямо указывает, что никакая военная техника не должна поставляться ни прямо, ни косвенно для использования в Мьянме.
3.2	Соединенные Штаты и другие члены НАТО отказались ратифицировать измененный договор.	Соединенные Штаты и другие члены НАТО отказались ратифицировать обновления CFE.
3.8	cfe ограничивает использование вооруженных сил и тяжелого вооружения и предписывает меры, направленные на укрепление доверия, прозрачности и сотрудничества между государствами-членами.	Договор ограничивает размещение танков и войск в НАТО и бывших восточноевропейских странах Варшавского договора и устанавливает меры по укреплению доверия, прозрачности и сотрудничества между членами
1	Болгария расположена в юго-восточной части Балканского полуострова.	Торговля наркотиками процветает в юго-восточной части Балканского полуострова.
4	Эльбарадей заявил, что это последний шанс построить безопасность на Ближнем Востоке, основанную на доверии и сотрудничестве, а не на обладании ядерным оружием.	Это последний шанс построить безопасность на Ближнем Востоке, основанную на доверии и сотрудничестве, а не на обладании ядерным оружием.
2.2	иранское правительство отвергло обвинения в разведданных, представленных совету Международного агентства по атомной энергии, как необоснованные, а разведданные, используемые для поддержки обвинений, как фальшивые.	Международное агентство по атомной энергии настаивает на том, что простое отрицание правительством Ирана разведывательной информации, представленной в совет директоров Международного агентства по атомной энергии, недостаточно, чтобы развеять подозрения западных стран.
3.2	Договор о СЭЗ был заключен в 1990 году.	Договор был подписан в 1990 году.
4	Договор о обычных силах в Европе считается ключевым договором о контроле над вооружениями.	Договор о обычных вооружениях в Европе был ключевым договором о контроле над вооружениями советской эпохи.
3.8	Никарагуа отметила 25-ю годовщину Сандинистской революции, которая свергла диктатуру Анастасио Сомозы, но установила левый режим кубинского образца.	В Никарагуа отметили 25-ю годовщину революции сандинистов.
2.6	13 курдов из Турции были арестованы недалеко от Парижа по подозрению в отмывании денег для Рабочей партии Курдистана (РПК).	10 курдов находятся под следствием во Франции по подозрению в отмывании денег для террористической организации, известной как Рабочая партия Курдистана (РПК).
3.4	Встречи длились 2 дня.	Совещание ОБСЕ длилось два дня.
1.4	деревенские жители непреднамеренно вовлекаются в торговлю наркотиками.	105 заключенных отбывают наказание за торговлю наркотиками.
3.2	Российское правительство решительно выступает против планов США по установке противоракетной обороны в Европе и отвергает утверждения США о том, что перехватчики необходимы для защиты от угроз со стороны Ирана.	После переговоров в штаб-квартире НАТО Балуевский повторил оппозицию России планам США по установке противоракетной обороны в Европе и отверг утверждения США о том, что перехватчики необходимы для защиты от потенциальных угроз со стороны Ирана.
5	Университеты Гонконга сотрудничают с университетами, предприятиями и правительственными секторами материкового Китая для координации учебных программ и исследовательских центров для продвижения высокотехнологичных исследований, коммерциализации и передачи технологий.	Университеты Гонконга сотрудничают с высшим образованием, бизнесом и государственным сектором материкового Китая, направляя учебные программы и исследовательские центры для содействия коммерциализации исследований и передаче технологий.
1	Китайское правительство активно сотрудничало и помогало Организации по запрещению инспекций химического оружия.	Министерство иностранных дел Эквадора сообщило в своем заявлении, что делегаты Организации по запрещению химического оружия (ОПАК) также примут участие в встрече.
5	Правительство Мексики приняло ряд мер против незаконного оборота наркотиков и организованной преступности в Мексике с 2006 года.	С 2006 года Мексика приняла ряд мер по борьбе с незаконным оборотом наркотиков и организованной преступностью.
5	в заявлении не указано количество боеголовок, которые может нести ракета.	В заявлении не указано, сколько боеголовок может нести ракета.
4.2	Это серьезная угроза международной безопасности.	она представляет серьезную угрозу глобальной безопасности.
2.4	В Никарагуа отметили 25-ю годовщину революции сандинистов.	Никарагуа не смогла договориться о том, как приблизиться к годовщине Сандинистской революции.
4.2	Президент России Владимир Путин заявляет, что решение прекратить применение обычных сил в Европе является ответом на планы США по созданию объектов противоракетной обороны в Восточной Европе и на отказ НАТО ратифицировать измененную версию договора.	Президент России Владимир Путин заявил, что это решение является ответом на планы США по созданию ракетных комплексов в Восточной Европе и на отказ НАТО ратифицировать измененную версию договора.
2.6	Голландский национальный исследовательский институт TNO проводил эксперименты с химическим оружием для министерства обороны Нидерландов в 1950-х годах.	Журналист HP/Detijd узнал об экспериментах ТНО с химическим оружием из архивов Министерства обороны.
3.4	В отчете, опубликованном компанией McAfee Inc., которая занимается разработкой программного обеспечения для обеспечения безопасности, говорится, что хакеры, связанные с китайским правительством, находятся на переднем крае кибер-холодной войны.	Китайские хакеры, связанные с правительством, находятся на переднем крае кибер-холодной войны.
3.6	Договор ограничивает количество самолетов, танков и других неядерных тяжелых вооружений в Европе и был впервые подписан в 1990 году.	Договор ограничивает количество самолетов, танков и других неядерных тяжелых вооружений в Европе.
1.8	Многие нападения начались за границей.	Эстонские официальные лица заявили, что атаки начались в России.
1.4	Полиция арестовала двух подозреваемых в торговле наркотиками из Гондураса.	Болгарская полиция арестовала главу наркогруппы.
3.6	Если Япония поднимется к этому случаю Япония никогда не будет побеждена даже с точки зрения военной мощи.	Озава сказал, что если Япония поднимется к этому моменту, то Япония никогда не будет побеждена даже с точки зрения военной мощи.
4	Египет и Иордания подписали договор о нераспространении ядерного оружия и давно призывают к освобождению Ближнего Востока от оружия массового уничтожения.	Сирия подписала договор о нераспространении ядерного оружия и разрешила экспертам агентства осмотреть ее единственный известный ядерный объект.
1.2	Россия уже участвует в исследованиях Европейского космического агентства	Франция является лидером в Европейском космическом агентстве.
3	Мьянма - военное государство.	В Мьянме действует военная хунта.
1.8	В нем не говорится, были ли эти люди повешены в тюрьме.	Десятки таких преступников были публично повешены.
3.2	Отчет Amnesty International был составлен европейскими и международными неправительственными организациями, такими как Saferworld, которая выступает против вооруженного насилия.	Доклад Amnesty International был составлен европейскими и международными неправительственными организациями.
4.2	В докладе Института исследований общественной политики говорится, что есть 27 слабых государств, которые представляют угрозу национальной безопасности Великобритании, поскольку эти государства могут предоставлять базы для террористов.	В докладе говорится, что есть 27 слабых государств, которые представляют угрозу национальной безопасности Великобритании, поскольку эти государства могут предоставлять базы для террористов.
4	Иранское правительство отрицает это обвинение и настаивает на том, что ядерная программа предназначена только для мирных целей.	Иран настаивает, что его ядерная программа предназначена для мирных целей.
3.2	инициатива по безопасности от распространения ядерного оружия призывает к остановке и обыску судов, подозреваемых в перевозке оружия массового уничтожения.	члены инициативы по безопасности от распространения ядерного оружия рассматривают способы перехвата судов или воздушных судов, подозреваемых в ношении оружия массового уничтожения.
3.4	международное сообщество должно модернизировать и искать справедливый, разумный и эффективный способ укрепления режима нераспространения ядерного оружия посредством широких консультаций.	Третье предложение заключалось в том, что страны должны идти в ногу со временем и искать справедливый, разумный и эффективный способ укрепления режима нераспространения ядерного оружия посредством широких консультаций.
3.8	Международная амнистия опубликовала доклад, в котором говорится, что индийский проект по продаже штурмовых вертолетов Мьянме угрожает эмбарго на поставки оружия в Мьянму со стороны Европейского Союза.	Международная амнистия опубликовала отчет под названием "Индийские вертолеты для Мьянмы: насмешка над эмбарго на поставки оружия ЕС?".
2.4	Наим М. контрабандой перевез 10 килограммов героина.	обвиняемые контрабандой перевезли более 11 килограммов героина.
3.4	29 человек были осуждены Народным судом Кванг Нина за участие в наркоторговле, торгующей героином из Вьетнама в Китай.	Судебный чиновник Тран Дао заявил, что эти 12 человек входят в число 29 человек, осужденных Народным судом Кван Нина за участие в наркоторговле, которая занималась контрабандой героина из Вьетнама в Китай.
2	Адвокат Майкла Карраса по имени С.С. Диллон не был доступен для комментариев.	власти порта Дурбан и полицейские инспекторы взрывчатых веществ не могли быть достигнуты для комментариев.
3.2	страны выступают против вооружения космоса и гонки вооружений в космосе.	Китай подчеркнул, что против вооружения и гонки вооружений в космосе.
3.4	Франция, Бельгия, Германия, Швеция, Италия и Великобритания предоставляют части и технологии для современного легкого вертолета (ALH).	Франция, Бельгия, Германия, Швеция, Италия и Великобритания предоставляют части и технологии для передового легкого вертолета, который Индия планирует продать Мьянме.
3.2	незаконный оборот оружия увеличивается в Кении из-за легкой доступности и соседних конфликтов.	Нелегальная торговля оружием увеличилась в Кении и вызвала беспокойство по поводу безопасности.
3.4	Н.Р. Моханти заявил, что было подписано соглашение между Организацией оборонных исследований и разработок, Hindustan Aeronautics Limited и индийскими ВВС для модернизации устаревшего парка самолетов МиГ-27М Индии.	Моханти заявил, что модернизация будет сделана в ближайшее время, поскольку она почти завершена Организацией оборонных исследований и разработок, Hindustan Aeronautics Limited и ВВС Индии.
4.6	Эльбарадей заявляет, что мирное соглашение на Ближнем Востоке может быть достигнуто только параллельно с соглашением о безопасности, основанным на уничтожении всего оружия массового уничтожения в регионе.	Эльбарадей сказал, что мирное соглашение между Израилем и его арабскими соседями должно быть достигнуто параллельно с соглашением о безопасности, основанным на уничтожении всех видов оружия массового уничтожения в регионе.
1.6	По закону Таджикистана наркоторговцам грозит смертная казнь.	Афганский наркоторговец был пойман в Таджикистане.
5	Международная ассоциация атомной энергии является наблюдателем ООН.	Международное агентство по атомной энергии является ядерным наблюдателем ООН.
4.8	Уэн отмечает, что главная цель визита в Германию - продвижение торговых, экономических и технологических обменов.	Wen заявил, что целью его визита в Германию является продвижение торговли, экономического и технологического обмена.
1.2	Американские чиновники не знают, насколько далеко продвинулась ядерная программа Северной Кореи.	Хилл - главный американский переговорщик по ядерной программе Северной Кореи.
4.6	Семь полицейских были убиты и четверо ранены.	Во время столкновения 7 семь полицейских были убиты и 4 серьезно ранены.
2.8	Главы оборонных ведомств Эстонии, Латвии, Литвы, Германии, Италии, Испании и Словакии подпишут соглашение о предоставлении персонала и финансирования центра.	Главы оборонных ведомств Эстонии, Латвии, Литвы, Германии, Италии, Испании и Словакии подписали соглашение.
3.4	Законопроект, предлагающий новый закон, разрешающий использование космических программ для обороны, уже был одобрен нижней палатой правительства Японии на прошлой неделе.	Законопроект о новом законе уже был одобрен нижней палатой правительства Японии на прошлой неделе.
2.6	Ван дер Мерве приговорил Гейгеса к 13 годам лишения свободы.	Ван дер Мерве приговорил Гейгеса к пяти годам лишения свободы.
1.8	Захедан - город на юго-востоке	Бам - город на юго-востоке
4.4	Президент Путин заявил, что Россия примет контрмеры.	Путин предупредил, что Россия предпримет ответные действия.
4	Китай до сих пор отказывается от давления Соединенных Штатов на Китай, чтобы остановить и обыскать корабли Северной Кореи.	Китай заявил, что давление Соединенных Штатов на Китай, чтобы остановить и обыскать корабли Северной Кореи может спровоцировать военные столкновения.
3.8	Министр стратегических дел Бразилии Роберто Мангабейра Унгер заявил, что новый план национальной обороны Бразилии предусматривает установление партнерских отношений со странами, включая Россию и Францию, для создания современной оружейной промышленности.	Унгер заявил, что новый план национальной обороны Бразилии предусматривает установление партнерских отношений со странами, включая Россию и Францию, для создания современной оружейной промышленности.
1.6	обвиняемый будет обвинен в международной торговле наркотиками.	Некоторые из обвиняемых также будут обвинены в отмывании денег, уклонении от уплаты налогов и коррупции.
3.6	варианты продвинутого легкого вертолета (ALH) содержат ракетные пусковые установки из Бельгии; ракеты, пушки и двигатели из Франции; тормозные системы из Италии; топливные баки и коробки передач из Великобритании; самозащитное оборудование от шведской компании и получили важную разработку дизайна и производство управления двигателем от немецких компаний.	Арсенал ALH включает... ракетные пусковые установки из Бельгии, ракеты, пушки и двигатели из Франции, тормозные системы из Италии, топливные баки и коробки передач из Британии, самозащитное оборудование от шведской компании.
3.6	Министерство обороны Индии увеличило расходы на оборонные закупки.	Министерство обороны Индии увеличило расходы на оборону на 33 процента.
0	Доклад МАГАТЭ ограничен.	убийцы сбежали.
2.2	Договор о обычных войсках в Европе был подписан Россией и членами НАТО в 1990 году.	Договор о обычных вооруженных силах в Европе был изменен в 1999 году.
3.6	Шейх Дуун Салат Илим сказал, что жертвы среди гражданского населения в результате ночных минометных и ракетных атак происходят каждый день.	Шейх Дуун Салат Илим заявил, что гражданские жертвы в результате ночных минометных и ракетных атак поступают в больницу почти каждый день.
1.2	Правительство Южной Африки поддерживает очень хорошие отношения с правительством Соединенных Штатов.	КФЕ - одна из нескольких проблем, негативно влияющих на отношения России с США и Европой.
4.2	системы ядерного оружия с высоким уровнем готовности увеличивают риск использования этого оружия, в том числе непреднамеренного с катастрофическими последствиями.	В резолюции говорится, что высокий уровень готовности увеличивает риск использования такого оружия и что непреднамеренное или случайное использование будет иметь катастрофические последствия.
3.4	В своем выступлении по этому поводу президент США отметил, что необходимо активизировать усилия по ликвидации ядерного оружия и оружия массового уничтожения.	Бликс посетил Новую Зеландию и сказал, что необходимо приложить больше усилий для ликвидации ядерного оружия и оружия массового уничтожения.
0	Провинция Хелманд является крупнейшим в мире производителем опиума.	Группа Areva - крупнейшая в мире ядерная компания.
3.8	На границе Афганистана и Ирана часто происходят столкновения между полицией и контрабандистами наркотиков.	В районе города Миржаве часто происходят столкновения между иранской полицией и наркоторговцами.
4.4	Физик Данилов был осужден за продажу секретной информации о космических технологиях Китаю.	Физик Валентин Данилов был признан виновным в продаже секретной информации о космических технологиях Китаю.
3.4	Мьянма является крупнейшим в мире производителем незаконного опиума, но имеет ограниченные финансовые и технические ресурсы для прекращения торговли наркотиками.	Мьянма является крупнейшим в мире производителем незаконного опиума, согласно последнему докладу Государственного департамента США по борьбе с наркотиками.
3	Группа поддержки похищенных надеется, что парламент скоро изменит законы.	Группа поддержки похищенных будет использовать опрос, чтобы заставить парламент принять новые законы.
4	Сантос заявил, что колумбийская полиция нашла доказательства в двух компьютерах, обнаруженных с убитым лидером повстанцев Раулем Рейесом.	Франсиско Сантос заявил, что колумбийская полиция нашла доказательства на двух компьютерах, обнаруженных с Раулем Рейесом.
0.8	До Куй Доан - представитель министерства культуры и информации Вьетнама.	Гренелл - представитель американской миссии при ООН.
4	Представитель Siemens в Германии заявил, что Генрих фон Пьерер заявил, что Siemens начинает переговоры с заинтересованными китайскими сторонами о продаже завода по переработке плутония.	Представитель Siemens в Германии заявил, что Генрих фон Пьерер заявил, что Герхард Шредер заявил, что Герхард Шредер не против продажи завода по переработке плутония в принципе.
5	Вьетнам имеет одни из самых строгих в мире законов о наркотиках.	Вьетнамские законы о наркотиках - одни из самых строгих в мире.
1	правительственные инициативы по разоружению оказались неэффективными.	институты управления были неэффективны в течение длительного времени в Сомали.
5	Путин заявил, что российское правительство может полностью выйти из договора, если западные страны откажутся ратифицировать измененный договор.	Путин заявил, что Россия может полностью отказаться от договора, если западные страны откажутся ратифицировать его измененную версию.
5	Россия ратифицировала измененную версию договора.	Россия ратифицировала измененный договор.
2.2	ОБСЕ обсудила возможное продление миссии ОБСЕ в Косово.	ОБСЕ обсудила заявку Казахстана на председательство в ОБСЕ в 2009 году.
4.8	Эльбарадей - глава Международного агентства по атомной энергии.	Мохаммед Эльбараде - генеральный директор Международного агентства по атомной энергии.
1.8	Договору о нераспространении ядерного оружия 37 лет.	Договор о нераспространении ядерного оружия пересматривается каждые 5 лет.
2.2	Пресс-секретарь министерства иностранных дел Китая Цзян Ю заявила, что кибер-взлом является глобальной проблемой.	Пресс-секретарь китайского министерства иностранных дел Цинь Ган попросили ответить на речь Чейни о военном развитии Китая.
2.6	Завод будет построен рядом с существующим заводом и, по прогнозам, будет введен в эксплуатацию через 7 лет.	Завод будет построен рядом с существующим заводом, также поставляемым Китаем и работающим с 1999 года.
4.4	кибератаки считаются растущей угрозой для военных и гражданских компьютерных сетей.	НАТО считает кибератаки растущей угрозой для военных и гражданских компьютерных сетей.
1.2	Если Индия обвиняет иностранных боевиков, это часть ее пропаганды, чтобы ввести в заблуждение международное сообщество.	Абэ призвал к более решительной внешней политике для Японии и международного сообщества.
4.8	Базирующаяся в Эр-Рияде "Наифская арабская академия наук о безопасности" заявила в своем заявлении, что проводит двухнедельный семинар для 50 экспертов по борьбе с терроризмом.	В своем заявлении наивная Арабская академия наук о безопасности объявила, что будет спонсировать двухнедельный семинар для 50 экспертов по борьбе с терроризмом.
3.8	88% либерально-демократической партии поддерживают экономические санкции.	80% оппозиционной Демократической партии поддерживают экономические санкции.
1.2	Шария - это исламский закон.	Иран - исламская республика.
3	В Малайзии и Сингапуре были арестованы подозреваемые в связях с "Аль-Каидой" исламские боевики, и официальные лица заявили, что сеть боевиков распространяется на Индонезию.	подозреваемые исламские боевики с предполагаемыми связями с Аль-Каидой были арестованы в Малайзии и Сингапуре.
4.6	В сентябре 2007 года Иордания подписала соглашение с Соединенными Штатами, направленное на поддержку мирного развития зарождающейся ядерной программы Иордании.	В сентябре 2007 года Соединенные Штаты подписали соглашение с Иорданией, направленное на поддержку мирного развития новой ядерной программы Иордании.
3.2	Согласно заявлению, RS-24 укрепляет военный потенциал стратегических сил для преодоления систем противоракетной обороны.	Согласно заявлению, прототип ракеты RS-24 отличается от Topol-M тем, что она оснащена несколькими независимыми боеголовками для подавления систем обороны.
0.2	Наим М. был повешен в Заболе, провинция Систан-Балучестан.	Захедан является столицей провинции Систан-Балучестан.
